prev_open,prev_high,prev_low,prev_close,prev_volume,close_lag_2,close_lag_3,close_lag_5,close_lag_10,volume_lag_2,volume_lag_3,volume_lag_5,volume_lag_10,return_1d_lag,sma_5,sma_10,sma_20,volume_sma_5,volume_sma_10,volume_sma_20,volatility_5d,volatility_20d,d,close
237.34,237.71,234.26,236.43,13.62,237.47,238.74,235.98,243.61,11.5,14.2,19.53,27.36,-0.004379500568492789,237.502,239.60399999999998,234.475,15.05,18.224,23.973999999999997,1.3158533352911108,9.915818569071297,2015-02-27 00:00:00,253.83
236.44,256.65,236.44,253.83,44.01,236.43,237.47,238.89,236.33,13.62,11.5,16.4,25.2,0.07359472148204538,241.07199999999997,240.62599999999998,235.779,19.945999999999998,19.889,25.0945,7.202230210150022,10.670983232949865,2015-02-28 00:00:00,254.26
253.52,254.69,249.48,254.26,13.95,253.83,236.43,238.74,240.28,44.01,13.62,14.2,18.27,0.0016940471969426607,244.14600000000002,242.419,237.32150000000001,19.455999999999996,18.764000000000003,24.9345,9.074735808826517,11.013142519639759,2015-03-01 00:00:00,260.2
254.28,261.66,245.93,260.2,25.21,254.26,253.83,237.47,243.78,13.95,44.01,11.5,23.88,0.023361913002438506,248.43800000000002,244.41099999999997,239.32599999999996,21.658,19.458,24.8055,10.791235795774236,11.358573112759247,2015-03-02 00:00:00,275.67
260.36,276.3,258.31,275.67,40.47,260.2,254.26,236.43,244.53,25.21,13.95,13.62,12.28,0.059454265949269836,256.07800000000003,247.6,242.1175,27.451999999999998,21.117,25.772999999999996,14.09999893617021,13.051838295609539,2015-03-03 00:00:00,281.7
275.05,285.8,268.16,281.7,50.46,275.67,260.2,253.83,235.98,40.47,25.21,44.01,19.53,0.02187397975840666,265.13199999999995,251.317,245.24349999999998,34.82,24.935,27.436,12.804376986015486,14.657254454975458,2015-03-04 00:00:00,273.09
281.99,284.23,268.13,273.09,41.38,281.7,275.67,254.26,238.89,50.46,40.47,13.95,16.4,-0.030564430244941487,268.98400000000004,255.02799999999996,247.81,34.294000000000004,27.119999999999997,28.7445,11.371162209730548,14.821892414157018,2015-03-05 00:00:00,276.18
272.74,281.67,264.77,276.18,41.3,273.09,281.7,260.2,238.74,41.38,50.46,25.21,14.2,0.011314951115017235,273.36800000000005,258.75699999999995,249.8475,39.763999999999996,29.610000000000003,28.672500000000003,8.001597965406999,15.799143506099284,2015-03-06 00:00:00,272.72
275.6,277.61,270.02,272.72,28.92,276.18,273.09,275.67,237.47,41.3,41.38,40.47,11.5,-0.0125280614092258,275.872,262.15500000000003,250.6175,40.50600000000001,31.082,27.631999999999998,3.597772922240374,16.540382441642425,2015-03-07 00:00:00,276.26
272.29,277.85,270.13,276.26,17.83,272.72,276.18,281.7,236.43,28.92,41.3,50.46,13.62,0.012980346142563715,275.98999999999995,266.034,252.6895,35.977999999999994,31.714999999999996,25.696000000000005,3.599166570194559,17.04516275724747,2015-03-08 00:00:00,274.35
276.43,277.86,272.57,274.35,22.07,276.26,272.72,273.09,253.83,17.83,28.92,41.38,44.01,-0.006913776876855016,274.52000000000004,269.826,254.715,30.3,32.56,25.392,1.6656079971006807,17.09421955238867,2015-03-09 00:00:00,289.61
274.81,292.7,273.89,289.61,59.18,274.35,276.26,276.18,254.26,22.07,17.83,41.3,13.95,0.055622380171314045,277.82399999999996,273.404,257.015,33.86,34.077,26.983000000000004,6.7486687576148086,18.553726395468345,2015-03-10 00:00:00,291.76
289.86,300.04,289.74,291.76,67.77,289.61,274.35,272.72,260.2,59.18,22.07,28.92,25.21,0.007423776803287208,280.94000000000005,277.154,259.7865,39.153999999999996,39.459,29.1115,9.015822203216217,19.420954574349622,2015-03-11 00:00:00,296.38
291.52,297.39,290.51,296.38,33.96,291.76,289.61,276.26,275.67,67.77,59.18,17.83,40.47,0.01583493282149706,285.67199999999997,280.77200000000005,262.5915,40.162,40.333999999999996,29.895999999999997,9.798039089532537,20.477865142379414,2015-03-12 00:00:00,294.35
296.13,297.09,292.41,294.35,32.59,296.38,291.76,274.35,281.7,33.96,67.77,22.07,50.46,-0.006849315068493067,289.28999999999996,282.64,265.12,43.114000000000004,39.54600000000001,30.3315,8.736111835365234,21.144091871079162,2015-03-13 00:00:00,285.34
294.12,294.5,285.34,285.34,31.42,294.35,296.38,289.61,273.09,32.59,33.96,59.18,41.38,-0.030609818243587772,291.488,283.004,267.1605,44.983999999999995,37.641999999999996,31.2885,4.287233373634948,21.02130159598777,2015-03-14 00:00:00,281.89
284.44,286.34,280.98,281.89,22.61,285.34,294.35,291.76,276.18,31.42,32.59,67.77,41.3,-0.012090838999088804,289.94399999999996,283.884,269.456,37.67,35.765,31.442500000000003,6.127734491637916,19.91475977364802,2015-03-15 00:00:00,286.39
281.42,286.53,281.0,286.39,11.97,281.89,285.34,296.38,272.72,22.61,31.42,33.96,28.92,0.015963673773457643,288.87,284.905,271.831,26.51,32.83200000000001,31.220999999999997,6.20004435468076,18.883330131152956,2015-03-16 00:00:00,290.59
285.68,294.11,285.68,290.59,21.52,286.39,281.89,294.35,276.26,11.97,22.61,32.59,17.83,0.014665316526415006,287.712,286.692,274.4235,24.022,32.092,31.587,4.83775981214533,17.61800462893761,2015-03-17 00:00:00,285.51
290.6,292.36,284.37,285.51,21.5,290.59,286.39,285.34,274.35,21.52,11.97,31.42,22.07,-0.01748167521249866,285.944,287.61699999999996,276.82550000000003,21.804000000000002,32.459,32.087,3.1133711632260885,15.456977465482211,2015-03-18 00:00:00,256.3
285.07,285.34,249.87,256.3,57.01,285.51,290.59,281.89,289.61,21.5,21.52,22.61,59.18,-0.10230815032748408,280.13599999999997,285.812,277.819,26.921999999999997,35.952999999999996,34.2565,13.679454667493342,13.197295935152926,2015-03-19 00:00:00,260.93
