UNRATE,volatility_20d,return_5d,volatility_5d,prev_volume,return_1d,volume_ratio,d,target_return,close
5.1,19.5223224122652,0.03226388700870886,2.756332708508949,19.41,-0.004439028636086695,0.6264321445860901,2015-08-31 00:00:00,0.004998695992349811,230.06
5.0,18.152010588942044,0.018730903777177454,2.521503519727173,20.71,0.005682811680363775,0.6735178379784709,2015-09-01 00:00:00,-0.004515167455725111,228.12
5.0,16.86974560691764,0.014904124215865178,1.2626480111245255,20.58,-0.008432582804485778,0.6761507375891186,2015-09-02 00:00:00,0.005844382414515126,229.28
5.0,15.464136472565071,-0.009161624891962039,0.781408983821265,18.76,0.005085042959845687,0.6255314182824561,2015-09-03 00:00:00,0.013645567391495694,227.18
5.0,13.507228707933884,-0.011315171033162152,1.09936345218331,17.48,-0.00915910676901599,0.5923415791257202,2015-09-04 00:00:00,0.01836734693877551,230.3
5.0,11.504446954845527,0.006731946144430845,1.3208027861859326,20.96,0.0137336033101505,0.7082995404163287,2015-09-05 00:00:00,0.0005105948429919849,235.02
5.0,9.446567686342178,0.021559593149613088,3.05342430723227,20.67,0.020495006513243652,0.7093464198081643,2015-09-06 00:00:00,-0.02293195463642428,239.84
5.0,7.061127388739896,0.051376468525337504,5.088760163340145,25.47,0.020508892860181982,0.8683349243147415,2015-09-07 00:00:00,-0.02956014175526367,239.85
5.0,6.364510875489415,0.04610083740404747,5.670354486273171,21.19,4.169446297530577e-05,0.7491868194031961,2015-09-08 00:00:00,-0.01834900045154153,243.61
5.0,7.086475554849965,0.07232150717492747,5.149507743464362,26.88,0.015676464456952255,1.0111154996332448,2015-09-09 00:00:00,-0.00621404878868026,238.17
5.0,7.222779024871084,0.03417281806339556,3.11309652918119,23.64,-0.022330774598743997,0.9039288786922858,2015-09-10 00:00:00,-0.010147601476014678,238.48
5.0,7.439892808368437,0.014722151306271636,2.164428330991868,21.22,0.0013015913003318058,0.814431011322203,2015-09-11 00:00:00,-0.010661780017491962,240.11
5.0,7.739934907247826,0.0011257505003336998,2.163118119752193,19.22,0.0068349547131836275,0.7433621473187523,2015-09-12 00:00:00,0.008757386387790778,235.23
5.0,7.763040285461394,-0.019262038774233936,3.065305857496111,17.96,-0.02032401815834417,0.695234777222932,2015-09-13 00:00:00,0.03566005813196815,230.51
5.0,6.020907848140653,-0.053774475596239935,3.782671013979284,18.48,-0.020065467839986417,0.7766011094301564,2015-09-14 00:00:00,0.03303850156087407,230.64
5.0,5.484202288104836,-0.0316160725532183,4.400139770507132,21.0,0.0005639668561017164,0.9636784984971203,2015-09-15 00:00:00,0.043768996960486195,230.3
5.0,5.270088858734695,-0.03430057027842992,4.299531369812063,19.18,-0.001474158862296071,0.9064272211720226,2015-09-16 00:00:00,0.07407569077655074,229.09
5.0,4.99323676797574,-0.0458956311690476,2.3601970256733122,20.14,-0.0052540165002171735,0.9557933701919654,2015-09-17 00:00:00,0.05726469692354552,229.81
5.0,5.037316641564297,-0.02304127874845885,0.632336935499407,18.94,0.003142869614561894,0.9260934405789306,2015-09-18 00:00:00,0.04000343377113924,232.98
5.0,4.973148002286254,0.010715370265932167,1.4708602924808856,20.24,0.013794003742221728,0.9822143498410695,2015-09-19 00:00:00,0.05373882241133532,231.49
5.0,4.876570489273612,0.0036853971557406773,1.529781030081436,12.71,-0.006395398746673497,0.6269886293564858,2015-09-20 00:00:00,0.05938324466934808,231.21
5.0,4.840477249198901,0.003951367781154902,1.5193353810127264,14.44,-0.001209555488357994,0.7235193907205131,2015-09-21 00:00:00,0.08789466731251938,227.09
5.0,4.906443105486966,-0.008730193373783224,2.2213464385360893,19.68,-0.01781929847324948,0.9882991010897404,2015-09-22 00:00:00,0.06369785794813976,230.62
5.0,4.854521793350755,0.003524650798485629,2.1862456403608945,25.01,0.01554449777621203,1.2365578106845319,2015-09-23 00:00:00,0.08350703491401767,230.28
5.0,4.6861074352546614,-0.01158897759464328,1.7691721227729285,17.25,-0.0014742867054028386,0.8533689522113387,2015-09-24 00:00:00,0.07444676587216992,234.53
5.0,4.618043673292105,0.01313231673074422,2.6520426090085776,25.1,0.01845579294771582,1.2291268791929877,2015-09-25 00:00:00,0.08156842731989467,235.14
5.0,4.619594308914967,0.016997534708706352,3.3217570651685513,22.36,0.002600946573998897,1.0904391504718245,2015-09-26 00:00:00,0.12174618076299404,234.34
5.0,4.409373269705245,0.03192566823726284,2.3333066665137645,13.72,-0.003402228459640999,0.6888241791344513,2015-09-27 00:00:00,0.16274273930228556,232.76
5.0,4.164940733768205,0.00927933396930003,1.9577793542679194,14.18,-0.006742340189468399,0.7246710106043183,2015-09-28 00:00:00,0.09408714560508491,239.14
5.0,3.6747551296882386,0.03847490012159094,2.3805293528957407,24.71,0.027410207939508435,1.2698494270003595,2015-09-29 00:00:00,0.11301702649034606,236.69
5.0,3.5809034437829146,0.009209909180062148,2.4281433236113426,22.69,-0.010245044743664722,1.1688947273523427,2015-09-30 00:00:00,0.1414894518342793,236.06
5.0,3.4242277654218354,0.003912562728587199,2.4180818844692546,19.74,-0.002661709408931512,1.020814479638009,2015-10-01 00:00:00,0.12090086297621538,237.55
5.0,3.1796823740764,0.013698045574805917,2.35962920815932,20.49,0.006311954587816748,1.0561311272614813,2015-10-02 00:00:00,0.15478949808251508,237.29
5.0,3.2947444593843254,0.01946210689121841,1.156213648076701,19.68,-0.0010945064197012133,1.009904038589829,2015-10-03 00:00:00,0.15821220625811594,238.73
5.0,3.4909237203159784,-0.0017144768754704387,1.0013391034004455,16.48,0.006068523747313481,0.8500541600041265,2015-10-04 00:00:00,0.18211197851087046,238.26
5.0,3.6009159653462874,0.006633148844480186,1.0222866525583278,13.0,-0.001968751309010197,0.6846789908885026,2015-10-05 00:00:00,0.1801314585240037,240.38
5.0,3.804377810671263,0.0183004320935356,1.2242017807531715,23.34,0.008897842692856539,1.2159416514717374,2015-10-06 00:00:00,0.15947329919531827,246.06
5.0,4.44907616075771,0.03582403704483261,3.4910213405248545,27.54,0.02362925368167068,1.4076156401737796,2015-10-07 00:00:00,0.2091616248919621,242.97
5.0,4.608214947244974,0.023936954781069497,3.245666341446763,23.0,-0.012557912704218466,1.1634965600971265,2015-10-08 00:00:00,0.2572018159306644,242.3
5.0,4.788673560987026,0.014954132283332644,2.920886851625838,18.52,-0.0027575420833847453,0.9409612844223149,2015-10-09 00:00:00,0.28668060509162463,243.93
5.0,4.957229993710018,0.02379753210778146,2.0917624148074703,17.35,0.006727197688815467,0.8712463593451844,2015-10-10 00:00:00,0.33918510655670775,244.94
5.0,5.095995435015231,0.018969964223313207,1.5062370331397341,15.91,0.0041405321198704215,0.7959974984365228,2015-10-11 00:00:00,0.2716858935438171,247.05
5.0,4.910808594584338,0.004023408924652472,1.8613624042624497,16.83,0.008614354535804836,0.8480725623582764,2015-10-12 00:00:00,0.32660715013656194,245.31
5.0,4.774583448351797,0.009630818619582593,1.7539184701695494,17.39,-0.007043108682452948,0.8934443074393752,2015-10-13 00:00:00,0.44759729068975185,249.51
5.0,4.822829590932032,0.029756500206355563,2.1907578597377055,28.2,0.01712119359178188,1.4091897159133497,2015-10-14 00:00:00,0.600936545100996,251.99
5.0,5.308371739651201,0.033042266223916705,2.975499957990802,27.46,0.009939481383511861,1.3641670185548573,2015-10-15 00:00:00,0.6182761874803397,254.32
5.0,5.890757166953301,0.03829509267575726,3.636575312021473,25.22,0.009246398666613587,1.244049821186336,2015-10-16 00:00:00,0.4697378932552212,262.87
5.0,7.242785502975834,0.06403562031977339,6.5439972493886005,35.9,0.0336190625983015,1.6790215840796952,2015-10-17 00:00:00,0.38364617203665397,270.64
5.0,9.041854417972067,0.10325710325710324,8.734118730587985,43.2,0.02955833682048148,1.892039855469178,2015-10-18 00:00:00,0.47714416755847755,261.64
5.0,9.61661800437746,0.04861528596048248,7.418427730995901,22.43,-0.0332545078332841,0.9873010982239144,2015-10-19 00:00:00,0.41728666869116315,263.44
5.0,10.042268877626094,0.04543831104408902,5.807290245890095,25.26,0.006879682005809462,1.1056156169300126,2015-10-20 00:00:00,0.41119275588213466,269.46
5.0,10.746320104551367,0.05953129915067623,4.126160442834478,30.89,0.022851503188581868,1.3198316563054113,2015-10-21 00:00:00,0.26495662297667777,266.27
5.0,10.991094289661138,0.012934149960056152,3.8313444115626667,25.64,-0.011838491798411677,1.0835939481024428,2015-10-22 00:00:00,0.13524560251076556,274.02
5.0,11.651693563373001,0.01248891516405548,4.931083045337294,37.81,0.029105794869868973,1.5389624926226673,2015-10-23 00:00:00,0.22296564195298374,276.5
5.0,12.309790327001828,0.05679559700351633,5.376552798960948,29.44,0.009050434274870511,1.1674895405785894,2015-10-24 00:00:00,0.1956328776850702,281.65
5.0,13.079247473524424,0.06912389918007888,6.005318476152354,25.94,0.01862567811934901,1.0029578363330562,2015-10-25 00:00:00,0.17354060913705593,283.68
5.0,13.789180684412662,0.052772211088844445,6.8711229067757635,45.72,0.0072075270726079665,1.6944315760214954,2015-10-26 00:00:00,0.12222222222222223,285.3
5.0,14.628083831416815,0.07146880985465898,4.798458085679287,32.11,0.005710659898477077,1.1800374848406894,2015-10-27 00:00:00,0.12580414581844157,293.79
5.0,15.724330284458771,0.07214801839281826,6.309511074562236,46.33,0.029758149316508886,1.632631486212668,2015-10-28 00:00:00,0.10002626222834987,304.62
5.0,17.40194250348929,0.10169981916817372,9.482603545441888,50.81,0.03686306545491669,1.6941184315817555,2015-10-29 00:00:00,0.0660485566813227,313.86
5.0,19.51554767493451,0.11436179655600931,12.885340507725461,64.5,0.03033287374433713,1.993848436606439,2015-10-30 00:00:00,-0.0057008718980550155,328.02
5.0,22.504190276479846,0.15630287648054142,16.749991641790025,78.31,0.04511565666220596,2.2078123458182386,2015-10-31 00:00:00,0.02498647229207096,314.17
5.1,23.23558910491924,0.10119172800560805,12.69585641065774,48.6,-0.04222303518078152,1.3114577149333475,2015-11-01 00:00:00,0.004609286175214278,325.43
5.1,24.267798438520163,0.10769597331427194,9.531476800582551,37.0,0.03584046853614287,0.9726987131458915,2015-11-02 00:00:00,-0.10147014036933466,361.19
5.1,28.909961331875493,0.18570678222047143,19.35177072001555,101.92,0.10988538241710955,2.4426895469088907,2015-11-03 00:00:00,-0.19922165485102372,403.42
5.1,37.70940584536616,0.28535015612056336,36.353652223677116,206.16,0.11691907306403837,4.069522991738963,2015-11-04 00:00:00,-0.22234911070074836,411.56
5.1,44.60523975298262,0.25467959270776186,44.1329846033562,263.9,0.020177482524416313,4.2160927252829765,2015-11-05 00:00:00,-0.1504853112462794,386.35
5.1,47.28521995351866,0.22974822548301876,34.955375123149324,151.82,-0.06125473806978321,2.219931422221247,2015-11-06 00:00:00,-0.05818890698854384,374.47
5.1,48.56333765517496,0.15069292935500722,20.588816624568157,122.69,-0.030749320564255167,1.6954563042396773,2015-11-07 00:00:00,-0.07358724901676672,386.48
5.1,49.50096675292,0.07001854979373734,14.846414718715696,56.63,0.032071995086388805,0.7645057645057646,2015-11-08 00:00:00,-0.04282615100302656,373.37
5.1,48.96895219099769,-0.07448812651826886,15.37148106072063,51.82,-0.03392154833367833,0.6872496750749317,2015-11-09 00:00:00,-0.023589123231473108,380.26
5.1,48.539486093933505,-0.0760520944698222,6.259898561485492,68.22,0.01845354474114136,0.8828953583931357,2015-11-10 00:00:00,0.12024226589869969,336.82
5.1,46.071725728248474,-0.12819981881713483,19.421098063705895,95.8,-0.1142376268868669,1.1859884991303165,2015-11-11 00:00:00,0.16526295486691533,311.08
5.1,44.208290708513324,-0.16927924800384553,32.37337517158307,107.07,-0.07642064010450689,1.2710189400459404,2015-11-12 00:00:00,0.062220907881118004,338.15
5.1,41.88538210967745,-0.12505174912026507,28.58944438075115,78.48,0.087019416227337,0.9052790642681233,2015-11-13 00:00:00,0.07216035634743889,336.75
5.1,39.61806954501552,-0.09807965289123388,24.897081555878355,52.0,-0.004140174478781566,0.5909460250356556,2015-11-14 00:00:00,0.09092547535369921,332.91
5.1,37.23275906199301,-0.12452006521853465,11.384321235807274,38.61,-0.011403118040088978,0.44055728613973233,2015-11-15 00:00:00,0.21482337508198768,320.17
5.1,35.0472655701892,-0.04943293153613204,11.73788396603283,44.21,-0.03826860112342678,0.500997234939486,2015-11-16 00:00:00,0.1754497354497353,330.75
5.1,33.03006163051758,0.06323132313231339,7.113401436728608,47.98,0.03304494487303611,0.5432118333682416,2015-11-17 00:00:00,0.18039929571160007,335.09
5.1,31.57046012701713,-0.009049238503622714,6.532616627359384,51.0,0.01312169312169309,0.57734106140192,2015-11-18 00:00:00,0.2419976687886669,334.59
5.1,30.64778265783847,-0.006414253897550237,6.12722775813434,43.78,-0.0014921364409561377,0.5014891179839633,2015-11-19 00:00:00,0.2802698145025295,326.15
5.1,30.72450155477665,-0.020305788351206222,6.2625394210376815,45.01,-0.025224902119011294,0.5256028493022712,2015-11-20 00:00:00,0.2902304204707784,322.02
5.1,30.276684354901132,0.005778180341693417,5.604676618686527,53.15,-0.012662885175532712,0.6190129567622652,2015-11-21 00:00:00,0.38237543204967417,326.93
5.1,30.210882228097862,-0.011549508692365817,5.688899717876111,28.2,0.015247500155269877,0.3301237964236589,2015-11-22 00:00:00,0.34035866149010907,324.54
5.1,30.695082942421013,-0.03148407890417482,4.718816588939387,23.44,-0.007310433426115592,0.2876126554476463,2015-11-23 00:00:00,0.34270236805448073,323.05
5.1,28.45660805229793,-0.0344899728025343,2.0539401159839064,27.48,-0.004591113576138617,0.37869757250446157,2015-11-24 00:00:00,0.38784564911732544,320.05
5.1,24.348891880113936,-0.018703050743522853,2.5969347315724187,29.36,-0.009286488159727546,0.4825970823916171,2015-11-25 00:00:00,0.4177508302611135,328.21
5.1,22.00757587262804,0.01922240854605306,3.223349189902944,41.67,0.02549601624746134,0.7531176576902223,2015-11-26 00:00:00,0.28992287626176694,352.68
5.1,20.60664835869613,0.07876303795919615,13.174510617098898,106.11,0.07455592456049498,1.9469367534540651,2015-11-27 00:00:00,0.27382415372584057,358.04
5.1,17.803247626560697,0.10322302335613487,17.649000821577875,55.18,0.015197913122377171,1.0138071047337331,2015-11-28 00:00:00,0.2972746096591863,357.38
5.1,16.313611978635556,0.10626837950781609,17.830907716660455,36.82,-0.00184336945592678,0.6859357098279572,2015-11-29 00:00:00,0.24517223733469784,371.29
5.1,15.07366014819115,0.1600999843774411,15.751226936339565,40.41,0.038922155688622784,0.7728350673194614,2015-11-30 00:00:00,0.1732216686101984,377.32
5.0,17.88385684147361,0.1496298101825051,10.438990372640264,71.7,0.016240674405451294,1.403598065892763,2015-12-01 00:00:00,0.2100747606830533,362.49
5.0,17.753606779587496,0.02781558353181346,8.713359283311899,60.45,-0.03930350895791368,1.2399491302920906,2015-12-02 00:00:00,0.21542916005456725,359.19
5.0,18.31943144371725,0.003211931627751019,8.485890053499277,54.16,-0.009103699412397637,1.1393470212049814,2015-12-03 00:00:00,0.22531505331671497,361.05
5.0,18.89084615418418,0.01026918126364107,7.729263871810723,50.71,0.005178317881900929,1.0682198792959985,2015-12-04 00:00:00,0.25276722286469533,363.18
5.0,19.397914504019877,-0.02184276441595523,7.247877620384981,35.78,0.005899459908599969,0.7559687301922671,2015-12-05 00:00:00,0.1714873377040751,388.95
5.0,21.204593066250105,0.030822643909678815,12.380727765364945,66.28,0.07095655047084093,1.368474299813146,2015-12-06 00:00:00,0.07328051854519257,388.78
5.0,22.890050217231174,0.07252613865210056,15.25120814886745,77.76,-0.0004370741740583606,1.557614302168361,2015-12-07 00:00:00,0.0689690043990494,395.54
5.0,24.856411705930746,0.1011999220468276,16.120231077750873,63.46,0.01738772570605507,1.25550246807332,2015-12-08 00:00:00,0.016170950043314924,415.56
5.0,28.225000675959,0.15097631906938092,18.742334966596115,57.8,0.05061435000252823,1.127881904130038,2015-12-09 00:00:00,0.03692882460005742,417.56
5.0,30.43132552849186,0.14973291480808415,14.231859330393135,90.92,0.004812782750986511,1.6981061596503682,2015-12-10 00:00:00,0.02681236160585354,415.48
5.0,31.34274788527619,0.06820928139863747,13.408321296870152,52.14,-0.004981320049813109,0.9747343035809428,2015-12-11 00:00:00,-0.04728503783688098,451.94
5.0,35.46827379949255,0.16245691650805094,20.38062511308499,110.94,0.08775392317319719,1.92508914859835,2015-12-12 00:00:00,-0.0015402298850575313,435.0
5.0,36.34174301355308,0.0997623502047833,16.113991436019703,131.97,-0.03748285170597865,2.0929347395131237,2015-12-13 00:00:00,-0.0007377351530800658,433.76
5.0,36.10048022351493,0.04379632303397818,14.860078061710134,55.05,-0.0028505747126437164,0.8543692333956714,2015-12-14 00:00:00,-0.031901481381422014,444.18
5.0,35.431795845568864,0.06375131717597471,13.675325224656369,130.5,0.024022500922169066,1.8779545405487081,2015-12-15 00:00:00,-0.06926416229691401,465.32
5.0,36.328452163268764,0.11995763935688841,13.063958052601453,83.12,0.047593318024224285,1.1614940681637158,2015-12-16 00:00:00,-0.0504912843734201,454.93
5.0,37.136332344483826,0.006615922467584134,13.46385977348735,107.94,-0.02232872002063091,1.5063952717554372,2015-12-17 00:00:00,-0.059134362392562645,456.08
5.0,37.655424841580945,0.04845977011494251,12.144310602094054,47.98,0.002527861429230782,0.6729831894465912,2015-12-18 00:00:00,-0.012014149519002593,463.62
5.0,37.965243786777144,0.0688399114717817,8.402069983054094,60.22,0.016532187335555282,0.8310276066211731,2015-12-19 00:00:00,-0.019661706177539262,462.32
5.0,38.40042802324427,0.04083929938313302,4.659128673919783,47.89,-0.002804020534058038,0.6574819635220385,2015-12-20 00:00:00,0.011136712749616029,442.68
5.0,37.74568786455428,-0.04865468924611016,8.314943174799092,75.41,-0.042481398165772566,1.0326741893076248,2015-12-21 00:00:00,0.021315885464161966,438.64
5.0,35.533979527384304,-0.035807706680148654,11.41593272580631,77.64,-0.009126231137616347,1.0508435577632353,2015-12-22 00:00:00,0.027166319261515914,436.57
5.0,32.323969450742936,-0.042777582880196396,13.159311532148346,50.84,-0.004719131862119252,0.6896598501034354,2015-12-23 00:00:00,-0.01516726943942126,442.4
5.0,28.54440999288708,-0.045770242871317035,10.277364448151534,47.16,0.013354101289598352,0.6412836551536579,2015-12-24 00:00:00,-0.049694492065585294,454.98
5.0,24.17474899994719,-0.01587644921266651,7.147074926158818,57.16,0.028435804701627543,0.7661274109021698,2015-12-25 00:00:00,-0.05561286074838134,455.65
5.0,21.955352416592167,0.029298816300713737,9.071905533025,39.08,0.0014725922018550275,0.5335226419473303,2015-12-26 00:00:00,-0.12687228892563573,417.27
5.0,19.322665284171492,-0.048718767098303806,15.764369001013872,116.17,-0.08423131789750904,1.5454406374926002,2015-12-27 00:00:00,-0.08343976160068112,422.82
5.0,16.821996752370282,-0.03149552190943028,17.870515661282006,53.59,0.013300740527715904,0.7176335100969522,2015-12-28 00:00:00,-0.09467651795017518,422.28
5.0,16.34022495496501,-0.045479204339963886,19.035011163645873,49.64,-0.0012771392081737387,0.6683901545753218,2015-12-29 00:00:00,-0.10580165365605798,432.98
5.0,15.483892989334954,-0.048353773792254584,15.32813263251985,51.6,0.025338637870607306,0.7136732040607453,2015-12-30 00:00:00,-0.10892597627865552,426.62
5.0,14.640215557800362,-0.06371118182815749,5.838927983809695,46.89,-0.014688900180146902,0.6508929129158308,2015-12-31 00:00:00,-0.0240146782172469,430.57
4.8,14.733090673357955,0.03187384667002191,4.700689311166782,46.0,0.009258825184004449,0.6686775447904931,2016-01-01 00:00:00,-0.05541869085718232,434.33
4.8,14.75043728165079,0.027221985714961372,4.921974197425167,36.28,0.008732610260816953,0.5668041494813147,2016-01-02 00:00:00,-0.1175479881875231,433.44
4.8,14.759902082114156,0.026427962489343537,3.106584941719856,30.1,-0.0020491331476065744,0.4796010229364011,2016-01-03 00:00:00,-0.09888142136229383,430.01
4.8,14.982305870941252,-0.0068594392350687095,3.0574384703735515,39.63,-0.007913436692506437,0.6807289966848171,2016-01-04 00:00:00,-0.06954674548015416,433.09
4.8,13.946137137306076,0.015165721250761655,1.8895025800778835,38.48,0.007162624125020223,0.6873269625792623,2016-01-05 00:00:00,-0.09313362348365584,431.96
4.8,13.554424204894621,0.0032282787932276236,1.6621161211302806,34.52,-0.002609157449952604,0.6598616049241122,2016-01-06 00:00:00,-0.0861317610869009,429.11
4.8,13.036213972498341,-0.012018511270232235,1.8995446823174125,34.04,-0.0065978331326973505,0.6594726543580604,2016-01-07 00:00:00,-0.1377142233380635,458.05
4.8,12.487020324275388,0.05677833148763378,12.179477821324049,87.56,0.06744191466057647,1.6525743620715687,2016-01-08 00:00:00,-0.16093374225007173,453.23
4.8,11.645920632064295,0.05399874421525097,13.471251612234408,56.99,-0.01052286868245822,1.066449596736466,2016-01-09 00:00:00,-0.152230736578718,447.61
4.8,11.837903208268791,0.033526518737444944,12.867603506485978,32.28,-0.012399885267965538,0.6294544922731926,2016-01-10 00:00:00,-0.1556507957766915,447.99
