prev_close,return_1d,return_5d,return_20d,volatility_5d,volatility_20d,price_sma20_ratio,price_sma50_ratio,volume_ratio,d,close
236.33,-0.029883830713024917,0.003822792337425218,0.01207657059654843,9.801174929568276,10.091714410190374,1.0329130964009974,0.9713865759332226,0.8783089068190927,2015-02-19 00:00:00,240.28
240.28,0.016713916980493293,-0.0662210477226799,0.06116680651857087,4.081253483918487,10.391310945106817,1.0470081745768915,0.9941529178313664,0.6461652725954482,2015-02-20 00:00:00,243.78
243.78,0.014566339270850603,0.03815688612554302,0.1210337533339465,4.412490226617758,10.453778767810126,1.056202557970261,1.0145502942770175,0.8437864386417441,2015-02-21 00:00:00,244.53
244.53,0.003076544425301586,0.0457150188162847,0.07736705291448209,3.4218606049922253,10.844580698501803,1.0554371002132197,1.0236786118862762,0.4472203507110731,2015-02-22 00:00:00,235.98
235.98,-0.034965034965035,-0.03132055334345896,-0.009444654325651669,4.011078408607513,10.784626131186734,1.0190285157844052,0.9916301007094117,0.7259008716014052,2015-02-23 00:00:00,238.89
238.89,0.012331553521484961,0.010832310751914598,0.0511286135433624,3.531496849778795,10.853364491689929,1.029013006424601,1.0059983424967658,0.6384925346985653,2015-02-24 00:00:00,238.74
238.74,-0.0006279040562601201,-0.006409189279174221,0.052413489089707,3.641844312981744,10.873137783692435,1.025740175038346,1.0084012316737838,0.5665044283092635,2015-02-25 00:00:00,237.47
237.47,-0.005319594537991135,-0.02588399376486994,0.09377734788816716,3.242201412620315,10.2681429161933,1.0158405591892783,1.0071822224936655,0.4691005506832551,2015-02-26 00:00:00,236.43
236.43,-0.004379500568492789,-0.03312476996687519,0.06370630314482395,1.3158533352911108,9.915818569071297,1.0083377758822902,1.007721474530557,0.5681154584132811,2015-02-27 00:00:00,253.83
253.83,0.07359472148204538,0.0756420035596237,0.1145115257958289,7.202230210150022,10.670983232949865,1.07655898107974,1.0846138068949016,1.7537707465779353,2015-02-28 00:00:00,254.26
254.26,0.0016940471969426607,0.06433923563146227,0.1380869253838235,9.074735808826517,11.013142519639759,1.0713736429274212,1.089818049334562,0.5594658003970402,2015-03-01 00:00:00,260.2
260.2,0.023361913002438506,0.08988858172070024,0.18213620462496016,10.791235795774236,11.358573112759247,1.0872199426723383,1.116675893619669,1.0163068674285947,2015-03-02 00:00:00,275.67
275.67,0.059454265949269836,0.16086242472733403,0.253957423580786,14.09999893617021,13.051838295609539,1.1385794087581442,1.1820514447724229,1.5702479338842976,2015-03-03 00:00:00,281.7
281.7,0.02187397975840666,0.1914731633041491,0.285245004106214,12.804376986015486,14.657254454975458,1.1486542966480253,1.206469451525368,1.839189386207902,2015-03-04 00:00:00,273.09
273.09,-0.030564430244941487,0.07587755584446265,0.23146645021645007,11.371162209730548,14.821892414157018,1.102013639481861,1.164881814125658,1.43957974569048,2015-03-05 00:00:00,276.18
276.18,0.011314951115017235,0.08621096515377968,0.17308754194452702,8.001597965406999,15.799143506099284,1.1053942905172156,1.1682869608548994,1.4404045688377363,2015-03-06 00:00:00,272.72
